Order_ID,Order_Date,Ship_Date,Delivery_Date,Customer_ID,Customer_Name,Age,Gender,City,Category,Quantity,Cost_Price,Selling_Price,Discount,Payment_Method,Customer_Rating,Return_Status,Income
4044,2024-10-26,2024-10-29,2024-10-29,665, Customer 200 ,,Female,CALCUTTA,electronics,5,₹3456,"₹4,390",10%,Card,0.0,No,
4214,29/06/2024,2024-07-01,2024-07-05,573, Customer 983 ,65.0,Female,CALCUTTA,Furniture,1,₹3795,"₹4,410",0.2,UPI,,No,
3814,2024-07-04,2024-07-06,2024-07-11,379, Customer 842 ,,FEMALE,Mumbai,Electronics,-1,₹657,"₹5,000",10%,upi,5.0,Yes,"₹185,711"
3909,07/02/2024,2024-02-08,2024-02-09,1011, Customer 482 ,,Female,Delhi,ELECTRONIC,5,₹3521,Rs.4936,25%,UPI,5.0,No,"₹72,786"
1026,2024-09-29,2024-10-02,2024-10-09,1315, Customer 12 ,49.0,F,Kolkata,ELECTRONIC,-1,₹1491,Rs.4278,,Cash,6.0,No,
2508,08/03/2024,2024-03-11,2024-03-19,1372, Customer 38 ,150.0,Male,Kolkata,Electronics,-1,3065,Rs.178,25%,Card,0.0,No,
2506,2024-08-21,2024-08-21,2024-08-27,846, Customer 529 ,150.0,F,CALCUTTA,Furniture,-1,₹3384,"₹3,501",,Cash,4.0,No,
4173,2024-02-16,2024-02-16,2024-02-17,7, Customer 183 ,150.0,Female,Mumbai,Electronics,5,₹687,"₹1,977",25%,Card,1.0,Yes,
2596,2024-12-09,2024-12-09,2024-12-12,1041, Customer 1020 ,-5.0,Female,Kolkata,Clothing,4,3271,"₹1,566",0.2,Cash,4.0,Yes,
3903,01/08/2024,2024-08-03,2024-08-09,615, Customer 207 ,150.0,male,Mumbai,ELECTRONIC,3,₹3153,"₹2,861",25%,upi,3.0,No,
2093,14/10/2024,2024-10-14,2024-10-21,964, Customer 495 ,150.0,M,kolkata,Clothing,-1,₹2898,Rs.2313,0.2,UPI,0.0,Yes,"₹189,099"
3306,2024-06-10,2024-06-13,2024-06-19,409, Customer 1031 ,39.0,F,CALCUTTA,Furniture,3,971,Rs.1247,10%,Card,4.0,Yes,
2027,2024-12-14,2024-12-16,,159, Customer 189 ,,FEMALE,Kolkata,ELECTRONIC,3,1471,Rs.1096,,UPI,0.0,Yes,"₹40,530"
2443,"Jul 23, 2024",2024-07-25,2024-07-27,556, Customer 830 ,-5.0,Male,Mumbai,Clothing,-1,3977,Rs.165,25%,Cash,5.0,Yes,
3236,2024-10-08,2024-10-09,2024-10-08,1086, Customer 537 ,56.0,Female,kolkata,Furniture,-1,₹1830,"₹1,534",10%,Card,1.0,No,"₹136,781"
1637,20/03/2024,2024-03-20,2024-03-28,1231, Customer 298 ,150.0,M,CALCUTTA,Clothing,1,3689,Rs.2848,0.2,Cash,2.0,No,
3646,"Nov 02, 2024",2024-11-05,2024-11-08,228, Customer 1203 ,,male,Mumbai,Clothing,-1,456,"₹3,427",,Cash,4.0,Yes,
3527,22/03/2024,2024-03-22,2024-03-21,699, Customer 904 ,-5.0,FEMALE,kolkata,Clothing,5,2743,Rs.2936,10%,Card,2.0,Yes,
1408,2024-06-23,2024-06-23,2024-07-01,1345, Customer 503 ,,FEMALE,Delhi,Furniture,-1,1677,"₹1,813",0.2,Cash,,No,"₹162,088"
3672,2024-10-19,2024-10-22,2024-10-25,773, Customer 1367 ,150.0,F,CALCUTTA,electronics,2,496,Rs.3181,,UPI,,No,"₹186,146"
1311,"Oct 02, 2024",2024-10-05,2024-10-04,360, Customer 770 ,150.0,F,Kolkata,Clothing,-1,1452,"₹3,564",0.2,UPI,4.0,Yes,
1184,"Aug 26, 2024",2024-08-26,,639, Customer 956 ,59.0,M,Delhi,electronics,5,₹3388,"₹3,270",,Cash,6.0,Yes,
3994,12/04/2024,2024-04-15,2024-04-18,523, Customer 517 ,150.0,M,Delhi,ELECTRONIC,-1,3510,Rs.4743,10%,upi,3.0,No,"₹79,222"
1338,"Feb 06, 2024",2024-02-07,2024-02-14,1367, Customer 118 ,150.0,Male,Delhi,Furniture,4,1652,Rs.1240,0.2,UPI,4.0,No,
1362,"Apr 13, 2024",2024-04-16,2024-04-20,950, Customer 45 ,150.0,M,Mumbai,Clothing,-1,₹2065,"₹1,944",25%,Card,1.0,Yes,"₹102,733"
4355,08/03/2024,2024-03-08,2024-03-08,1467, Customer 1185 ,150.0,M,Kolkata,Electronics,-1,547,Rs.4230,25%,upi,5.0,Yes,"₹187,361"
1764,"Dec 09, 2024",,2024-12-15,1001, Customer 439 ,,Female,Mumbai,ELECTRONIC,2,450,Rs.2328,10%,UPI,6.0,No,"₹69,490"
2396,2024-10-31,2024-11-01,2024-11-08,363, Customer 303 ,-5.0,M,Delhi,Electronics,5,2747,Rs.2006,25%,UPI,6.0,No,
4257,2024-06-29,2024-07-02,2024-07-01,569, Customer 135 ,,F,CALCUTTA,Furniture,4,₹3117,Rs.3596,10%,UPI,1.0,Yes,
1658,07/07/2024,2024-07-07,2024-07-11,1189, Customer 304 ,55.0,F,Kolkata,Furniture,-1,1420,Rs.786,,Card,5.0,No,"₹29,857"
2094,18/11/2024,2024-11-19,2024-11-22,1488, Customer 1313 ,,M,kolkata,electronics,-1,356,"₹4,608",25%,UPI,5.0,Yes,"₹162,518"
1117,08/10/2024,2024-10-10,2024-10-14,1141, Customer 84 ,150.0,FEMALE,Mumbai,Clothing,4,3322,Rs.3722,0.2,upi,2.0,Yes,"₹173,806"
1900,"May 16, 2024",,2024-05-21,67, Customer 337 ,68.0,M,Mumbai,Electronics,1,₹3998,Rs.3836,10%,upi,1.0,Yes,
1768,"May 27, 2024",2024-05-28,2024-06-03,1191, Customer 873 ,-5.0,F,Delhi,ELECTRONIC,-1,849,"₹2,761",10%,UPI,6.0,No,"₹108,838"
3472,27/11/2024,2024-11-30,2024-12-02,1075, Customer 618 ,,F,Delhi,Clothing,-1,₹2837,Rs.4608,,Card,1.0,Yes,
1222,"Jul 01, 2024",2024-07-02,2024-07-09,17, Customer 524 ,150.0,F,Kolkata,ELECTRONIC,4,₹3582,"₹3,999",,Card,5.0,Yes,"₹74,673"
4094,"Jun 17, 2024",2024-06-17,2024-06-17,620, Customer 602 ,-5.0,Female,Delhi,Clothing,4,161,"₹3,455",0.2,Cash,4.0,Yes,"₹181,881"
1005,"Nov 18, 2024",2024-11-19,2024-11-21,1020, Customer 350 ,,FEMALE,kolkata,Electronics,-1,₹1275,"₹3,207",,Cash,0.0,Yes,
2789,07/10/2024,2024-10-09,2024-10-14,1223, Customer 1056 ,-5.0,F,Mumbai,electronics,-1,₹953,₹808,10%,UPI,4.0,Yes,"₹196,275"
3504,2024-08-04,2024-08-04,2024-08-04,546, Customer 605 ,21.0,F,Mumbai,Clothing,3,1412,Rs.4506,0.2,upi,6.0,Yes,
4119,2024-01-19,2024-01-21,2024-01-25,201, Customer 121 ,44.0,M,kolkata,Electronics,4,2120,₹231,0.2,UPI,5.0,No,"₹35,285"
1358,"Aug 14, 2024",2024-08-15,2024-08-17,517, Customer 1080 ,150.0,Female,kolkata,Electronics,3,271,"₹1,076",,Card,0.0,No,
1981,2024-12-13,2024-12-16,2024-12-16,568, Customer 1091 ,150.0,M,CALCUTTA,ELECTRONIC,-1,2527,"₹4,108",,Card,0.0,No,"₹143,552"
1553,2024-07-08,2024-07-09,2024-07-12,483, Customer 729 ,-5.0,FEMALE,CALCUTTA,electronics,-1,733,"₹4,743",,UPI,6.0,Yes,
3974,2024-08-18,2024-08-18,2024-08-19,750, Customer 1040 ,-5.0,M,Mumbai,ELECTRONIC,3,2239,Rs.1630,0.2,Cash,1.0,No,"₹180,929"
3857,"Feb 01, 2024",,2024-02-05,278, Customer 457 ,,M,Mumbai,ELECTRONIC,2,₹3907,"₹2,101",0.2,UPI,5.0,No,
4164,2024-04-03,,2024-04-07,377, Customer 101 ,45.0,M,Kolkata,Clothing,2,3175,"₹2,368",10%,Cash,4.0,No,"₹63,254"
2999,2024-04-21,2024-04-23,2024-04-29,1162, Customer 1372 ,53.0,M,Mumbai,ELECTRONIC,5,2340,Rs.3104,25%,Card,6.0,Yes,"₹88,700"
2254,03/12/2024,2024-12-05,,333, Customer 1298 ,-5.0,M,Kolkata,Electronics,-1,₹3398,Rs.2664,0.2,Card,0.0,No,
2621,07/11/2024,2024-11-09,2024-11-10,1430, Customer 498 ,150.0,Male,kolkata,Electronics,1,1511,Rs.874,25%,Cash,0.0,Yes,
4365,22/07/2024,2024-07-22,2024-07-27,1357, Customer 1120 ,,M,Kolkata,Furniture,3,₹3493,Rs.4960,0.2,upi,,Yes,
2908,2024-03-29,2024-04-01,2024-04-07,347, Customer 676 ,150.0,male,kolkata,Clothing,-1,₹903,₹586,0.2,Cash,,No,
2742,27/03/2024,2024-03-29,2024-04-06,367, Customer 1266 ,150.0,Female,Delhi,Clothing,-1,3381,"₹2,414",0.2,UPI,2.0,Yes,
3000,11/03/2024,2024-03-14,2024-03-19,356, Customer 1225 ,,M,kolkata,Electronics,5,₹844,"₹3,777",10%,upi,,No,
1672,22/02/2024,2024-02-25,2024-02-24,1257, Customer 979 ,,F,kolkata,ELECTRONIC,-1,1406,Rs.3453,0.2,upi,4.0,Yes,"₹139,011"
1058,22/02/2024,2024-02-22,2024-02-27,1459, Customer 621 ,,FEMALE,Mumbai,Furniture,-1,₹1197,Rs.3168,0.2,UPI,,Yes,"₹136,858"
3303,"Aug 22, 2024",2024-08-22,2024-08-29,1416, Customer 808 ,-5.0,F,kolkata,electronics,2,₹2431,Rs.4149,0.2,UPI,0.0,Yes,
3743,2024-01-16,,2024-01-22,718, Customer 1238 ,,F,kolkata,electronics,-1,₹1677,"₹1,813",25%,upi,5.0,Yes,"₹133,760"
2333,"Jun 28, 2024",2024-06-28,2024-07-03,1071, Customer 568 ,27.0,male,kolkata,electronics,2,₹1588,Rs.1569,0.2,UPI,,Yes,"₹133,059"
3426,19/06/2024,,2024-06-29,274, Customer 1092 ,26.0,Female,Mumbai,electronics,-1,₹2888,"₹3,037",0.2,Card,0.0,Yes,
1294,2024-01-16,2024-01-19,2024-01-21,226, Customer 820 ,150.0,M,Kolkata,Furniture,-1,222,Rs.141,,upi,6.0,No,
1987,"Jul 15, 2024",2024-07-18,2024-07-23,903, Customer 1163 ,150.0,Male,Kolkata,electronics,5,1024,"₹1,702",10%,Cash,5.0,No,"₹54,810"
3395,2024-12-21,2024-12-23,2024-12-28,503, Customer 1302 ,-5.0,FEMALE,Kolkata,Furniture,2,₹2871,Rs.487,,upi,3.0,No,
3634,"Nov 22, 2024",2024-11-22,2024-11-28,1072, Customer 778 ,,Female,CALCUTTA,Furniture,1,₹2256,₹852,0.2,Card,2.0,Yes,"₹113,038"
3504,2024-04-10,2024-04-10,2024-04-18,803, Customer 1287 ,23.0,Male,Mumbai,Electronics,-1,₹1308,"₹4,297",25%,upi,5.0,No,
2314,"Sep 30, 2024",2024-09-30,2024-10-03,1366, Customer 1419 ,150.0,Female,Mumbai,Clothing,-1,2446,Rs.3831,0.2,Card,1.0,Yes,
2825,29/02/2024,2024-03-02,2024-03-05,1110, Customer 761 ,-5.0,male,Kolkata,Clothing,-1,1914,"₹1,234",10%,Cash,5.0,Yes,
3169,13/09/2024,2024-09-13,2024-09-21,385, Customer 348 ,43.0,Male,Mumbai,Electronics,1,₹2552,Rs.2739,,upi,3.0,Yes,"₹79,751"
1232,2024-02-15,2024-02-17,2024-02-25,973, Customer 865 ,-5.0,Female,Kolkata,electronics,2,₹3556,"₹1,203",25%,Cash,0.0,No,"₹154,123"
1897,01/04/2024,2024-04-02,2024-04-04,1444, Customer 1067 ,69.0,Female,Kolkata,Furniture,5,1368,Rs.648,25%,Card,5.0,No,"₹74,669"
3643,2024-12-19,2024-12-22,2024-12-21,894, Customer 412 ,,F,CALCUTTA,Electronics,2,₹998,"₹3,844",25%,UPI,3.0,No,
3524,23/07/2024,2024-07-26,2024-07-25,556, Customer 981 ,,F,Delhi,ELECTRONIC,5,₹1247,"₹1,259",,upi,5.0,Yes,"₹167,200"
1114,08/07/2024,2024-07-11,2024-07-14,1148, Customer 802 ,66.0,Female,kolkata,Clothing,-1,₹2938,"₹2,427",10%,Cash,2.0,Yes,"₹196,358"
3394,20/08/2024,2024-08-20,2024-08-23,964, Customer 1272 ,57.0,M,CALCUTTA,electronics,3,349,"₹2,947",,upi,4.0,Yes,
1346,01/10/2024,2024-10-03,2024-10-06,1133, Customer 1273 ,55.0,Male,CALCUTTA,Furniture,2,654,"₹4,041",10%,Cash,4.0,No,
1490,"Apr 22, 2024",2024-04-24,2024-05-01,939, Customer 21 ,,F,kolkata,Furniture,4,338,"₹2,856",0.2,UPI,4.0,No,
1173,2024-06-06,2024-06-08,2024-06-12,624, Customer 235 ,-5.0,male,Kolkata,electronics,1,₹3248,₹489,0.2,UPI,,Yes,"₹166,664"
3362,2024-08-31,2024-09-01,2024-09-08,816, Customer 17 ,150.0,F,CALCUTTA,ELECTRONIC,-1,₹611,"₹1,233",25%,Cash,5.0,Yes,
1896,15/10/2024,2024-10-18,2024-10-19,1492, Customer 1216 ,150.0,Female,Mumbai,Electronics,1,3516,"₹4,408",25%,Cash,5.0,Yes,"₹77,043"
1941,2024-06-04,2024-06-07,2024-06-10,1348, Customer 825 ,51.0,M,Kolkata,electronics,1,2244,"₹4,765",25%,Cash,3.0,Yes,
2772,"Dec 04, 2024",2024-12-04,2024-12-09,533, Customer 828 ,32.0,M,Delhi,Clothing,-1,₹2148,Rs.2868,10%,upi,0.0,Yes,
2372,"Oct 27, 2024",,2024-10-29,1074, Customer 1260 ,,M,kolkata,Clothing,-1,1488,Rs.2018,,Cash,4.0,No,"₹120,593"
1896,13/09/2024,2024-09-15,2024-09-15,762, Customer 817 ,-5.0,FEMALE,Delhi,Furniture,-1,1379,₹303,10%,UPI,1.0,Yes,"₹93,073"
4472,2024-05-17,2024-05-19,2024-05-20,1460, Customer 119 ,,Male,Delhi,Clothing,-1,3629,Rs.239,0.2,upi,4.0,Yes,"₹123,550"
3758,"Mar 30, 2024",2024-04-01,2024-03-31,84, Customer 1240 ,150.0,FEMALE,Delhi,Furniture,-1,₹3889,₹412,,Cash,0.0,Yes,
3898,02/08/2024,2024-08-03,2024-08-08,587, Customer 492 ,150.0,M,Mumbai,Clothing,5,₹3973,Rs.3483,,UPI,2.0,No,"₹122,188"
1232,2024-05-15,2024-05-17,2024-05-23,1495, Customer 1341 ,150.0,Female,Kolkata,Electronics,3,₹512,"₹4,061",25%,upi,0.0,No,
3404,12/06/2024,2024-06-15,2024-06-20,677, Customer 721 ,36.0,Female,Kolkata,Clothing,3,₹1816,Rs.3715,0.2,UPI,4.0,No,
3179,2024-11-11,,2024-11-14,438, Customer 812 ,150.0,Female,Mumbai,Clothing,-1,2053,Rs.3376,,Cash,0.0,Yes,"₹175,240"
2647,"Mar 12, 2024",2024-03-15,2024-03-16,1396, Customer 541 ,23.0,F,Delhi,Electronics,-1,₹845,₹633,0.2,UPI,0.0,Yes,"₹199,801"
3986,18/11/2024,2024-11-21,2024-11-20,105, Customer 1196 ,-5.0,FEMALE,Delhi,Electronics,-1,₹91,Rs.3697,10%,UPI,1.0,No,"₹111,288"
3961,26/07/2024,2024-07-26,2024-07-27,525, Customer 1392 ,-5.0,Male,Delhi,Clothing,-1,₹2385,"₹4,330",0.2,Card,3.0,No,"₹123,054"
1653,"Sep 14, 2024",2024-09-14,2024-09-22,256, Customer 524 ,,Male,Kolkata,Electronics,4,₹187,Rs.3309,25%,upi,4.0,Yes,"₹78,938"
1467,2024-02-25,2024-02-25,2024-02-24,1258, Customer 1279 ,55.0,male,kolkata,Clothing,-1,₹3388,Rs.2166,0.2,Card,6.0,Yes,"₹105,452"
4039,18/11/2024,2024-11-18,2024-11-17,1275, Customer 522 ,-5.0,Female,Delhi,Electronics,-1,52,₹914,0.2,UPI,0.0,No,
3286,2024-12-10,2024-12-11,,1450, Customer 989 ,-5.0,M,kolkata,Furniture,-1,3827,Rs.1828,25%,UPI,5.0,Yes,
3015,"Sep 20, 2024",2024-09-22,2024-09-24,186, Customer 1058 ,150.0,M,Kolkata,electronics,-1,1100,Rs.3181,25%,upi,2.0,No,"₹155,795"
2974,"Mar 23, 2024",2024-03-24,2024-03-27,358, Customer 1430 ,-5.0,male,CALCUTTA,electronics,-1,₹956,"₹2,945",,Card,4.0,Yes,
1913,"Jun 22, 2024",2024-06-24,2024-06-29,580, Customer 1469 ,-5.0,Male,Kolkata,Clothing,5,₹357,Rs.2359,0.2,upi,,No,
3022,2024-11-14,2024-11-14,2024-11-14,338, Customer 1463 ,150.0,FEMALE,Delhi,electronics,3,₹3873,Rs.1801,,Card,3.0,No,
3036,31/08/2024,2024-09-01,2024-09-06,685, Customer 306 ,-5.0,M,Delhi,Furniture,4,₹2107,"₹1,827",25%,UPI,2.0,Yes,"₹103,092"
3126,24/09/2024,2024-09-26,2024-09-25,172, Customer 67 ,44.0,M,Kolkata,Furniture,1,₹1038,"₹2,753",,upi,6.0,No,"₹185,027"
2366,23/01/2024,2024-01-23,2024-01-29,417, Customer 1187 ,42.0,F,Kolkata,ELECTRONIC,4,3775,Rs.2458,0.2,Cash,2.0,No,
3843,21/04/2024,2024-04-23,2024-04-22,111, Customer 978 ,36.0,male,CALCUTTA,Clothing,2,₹1084,"₹2,230",10%,Cash,1.0,No,
1902,23/06/2024,2024-06-23,2024-06-26,1081, Customer 852 ,150.0,F,kolkata,Electronics,-1,2224,Rs.1532,0.2,upi,4.0,Yes,
3917,"Oct 03, 2024",2024-10-05,2024-10-08,565, Customer 1025 ,-5.0,FEMALE,kolkata,electronics,5,2587,Rs.2126,10%,upi,5.0,Yes,"₹104,428"
1171,2024-03-24,2024-03-24,2024-04-01,895, Customer 618 ,,M,Delhi,ELECTRONIC,5,₹1120,"₹2,244",,Card,5.0,No,"₹181,946"
2858,24/10/2024,,2024-10-27,9, Customer 1409 ,42.0,FEMALE,Mumbai,Furniture,-1,3224,₹691,25%,Card,,Yes,
4439,28/05/2024,2024-05-28,2024-05-28,231, Customer 470 ,150.0,FEMALE,Delhi,Furniture,2,2938,Rs.3092,0.2,UPI,0.0,No,
1489,26/03/2024,2024-03-29,2024-04-04,11, Customer 762 ,150.0,M,kolkata,Electronics,3,2834,₹406,0.2,UPI,3.0,No,"₹90,367"
4290,07/02/2024,2024-02-08,2024-02-09,311, Customer 501 ,,male,Mumbai,Clothing,-1,759,Rs.3316,10%,Card,2.0,No,
4037,01/04/2024,2024-04-04,2024-04-09,1152, Customer 803 ,150.0,M,Mumbai,electronics,1,₹3672,"₹1,133",,Cash,3.0,No,
2157,2024-06-29,2024-06-30,2024-07-06,465, Customer 870 ,,F,kolkata,ELECTRONIC,4,570,"₹4,490",25%,upi,1.0,No,"₹98,485"
1667,2024-08-07,2024-08-07,2024-08-13,756, Customer 1125 ,,Female,Kolkata,Clothing,-1,₹258,"₹2,098",0.2,UPI,1.0,Yes,
3835,2024-01-19,2024-01-20,2024-01-26,786, Customer 992 ,150.0,M,kolkata,Electronics,-1,₹2114,"₹3,803",0.2,Cash,4.0,Yes,"₹82,054"
4108,2024-09-28,2024-09-30,2024-10-03,1082, Customer 1333 ,150.0,male,Delhi,Clothing,-1,3202,"₹1,845",0.2,UPI,3.0,No,
2533,"Aug 19, 2024",,2024-08-25,831, Customer 629 ,47.0,FEMALE,kolkata,ELECTRONIC,-1,₹916,"₹3,330",,upi,1.0,Yes,"₹24,873"
1048,2024-11-03,2024-11-06,2024-11-10,553, Customer 1021 ,63.0,Male,Delhi,Electronics,-1,3998,Rs.4963,0.2,upi,6.0,No,"₹22,724"
3503,"Mar 18, 2024",2024-03-21,2024-03-22,266, Customer 281 ,40.0,F,Kolkata,electronics,-1,593,"₹4,998",,Card,1.0,Yes,"₹22,272"
2197,21/08/2024,2024-08-24,2024-08-29,638, Customer 471 ,150.0,FEMALE,Kolkata,Furniture,1,₹1884,Rs.3590,10%,Cash,1.0,Yes,
2420,2024-11-11,2024-11-14,2024-11-16,1140, Customer 473 ,-5.0,male,CALCUTTA,Clothing,-1,₹3677,"₹1,601",10%,Cash,0.0,Yes,"₹67,472"
2344,30/06/2024,2024-07-01,2024-07-07,882, Customer 1059 ,57.0,F,Mumbai,Electronics,-1,₹327,"₹3,836",,Cash,0.0,Yes,
1233,"Jan 05, 2024",2024-01-06,2024-01-09,229, Customer 369 ,150.0,FEMALE,Mumbai,Furniture,5,₹3505,"₹1,668",25%,Cash,1.0,Yes,
3419,"Sep 14, 2024",2024-09-16,2024-09-21,1067, Customer 380 ,,Male,kolkata,electronics,-1,1803,"₹1,163",0.2,upi,6.0,No,"₹63,309"
3230,01/01/2024,2024-01-02,2024-01-09,1498, Customer 283 ,52.0,Male,CALCUTTA,Furniture,3,3320,"₹1,372",10%,Cash,1.0,No,
3926,2024-12-11,2024-12-14,2024-12-17,1292, Customer 20 ,,male,Delhi,Electronics,-1,2446,"₹4,052",0.2,Card,5.0,No,"₹141,920"
4337,22/12/2024,2024-12-25,2024-12-30,1364, Customer 809 ,23.0,Female,Delhi,electronics,-1,₹3000,Rs.2564,10%,Card,5.0,No,
4117,"Feb 26, 2024",2024-02-26,2024-02-28,1077, Customer 291 ,,Male,Mumbai,electronics,1,302,Rs.1861,25%,Card,5.0,No,"₹55,326"
3738,28/12/2024,2024-12-31,2025-01-05,556, Customer 1408 ,-5.0,F,Delhi,ELECTRONIC,-1,3194,"₹3,669",10%,UPI,0.0,No,
2686,2024-09-22,2024-09-23,2024-09-30,279, Customer 148 ,150.0,Male,kolkata,Furniture,-1,2950,Rs.1386,0.2,Card,6.0,No,
1398,2024-03-17,2024-03-17,2024-03-22,228, Customer 118 ,-5.0,M,CALCUTTA,ELECTRONIC,-1,2762,"₹3,529",25%,UPI,0.0,No,"₹166,495"
2323,14/05/2024,2024-05-16,2024-05-17,600, Customer 56 ,-5.0,M,Kolkata,Clothing,5,₹588,"₹4,649",25%,Cash,1.0,No,"₹47,841"
3221,21/10/2024,2024-10-21,,967, Customer 965 ,,M,Delhi,Clothing,-1,₹1728,"₹1,859",25%,Card,2.0,Yes,"₹131,074"
