Order_ID,Order_Date,Ship_Date,Delivery_Date,Customer_ID,Customer_Name,Age,Gender,City,Category,Quantity,Cost_Price,Selling_Price,Discount,Payment_Method,Customer_Rating,Return_Status,Income,Profit,Profit Margin %,Delivery Days,Order Month,Order Year,Revenue
3994,2024-12-04,2024-04-15,2024-04-18,523, Customer 517 ,44.0,Male,Delhi,Electronics,,3510,4743,0.1,UPI,3.0,No,79222.0,1233,25.996204933586338,3 days,December,2024,
1338,2024-02-06,2024-02-07,2024-02-14,1367, Customer 118 ,44.0,Male,Delhi,Furniture,4.0,1652,1240,0.2,UPI,4.0,No,,-412,-33.225806451612904,7 days,February,2024,4960.0
1362,2024-04-13,2024-04-16,2024-04-20,950, Customer 45 ,44.0,Male,Mumbai,Clothing,,2065,1944,0.25,Card,1.0,Yes,102733.0,-121,-6.224279835390947,4 days,April,2024,
4355,2024-08-03,2024-03-08,2024-03-08,1467, Customer 1185 ,44.0,Male,Kolkata,Electronics,,547,4230,0.25,UPI,5.0,Yes,187361.0,3683,87.06855791962175,0 days,August,2024,
1764,2024-12-09,,2024-12-15,1001, Customer 439 ,44.0,Female,Mumbai,Electronics,2.0,450,2328,0.1,UPI,,No,69490.0,1878,80.6701030927835,,December,2024,4656.0
2396,2024-10-31,2024-11-01,2024-11-08,363, Customer 303 ,44.0,Male,Delhi,Electronics,5.0,2747,2006,0.25,UPI,,No,,-741,-36.93918245264207,7 days,October,2024,10030.0
4257,2024-06-29,2024-07-02,2024-07-01,569, Customer 135 ,44.0,Female,Kolkata,Furniture,4.0,3117,3596,0.1,UPI,1.0,Yes,,479,13.320355951056731,-1 days,June,2024,14384.0
1658,2024-07-07,2024-07-07,2024-07-11,1189, Customer 304 ,55.0,Female,Kolkata,Furniture,,1420,786,0.0,Card,5.0,No,29857.0,-634,-80.6615776081425,4 days,July,2024,
2094,2024-11-18,2024-11-19,2024-11-22,1488, Customer 1313 ,44.0,Male,Kolkata,Electronics,,356,4608,0.25,UPI,5.0,Yes,162518.0,4252,92.27430555555556,3 days,November,2024,
1117,2024-08-10,2024-10-10,2024-10-14,1141, Customer 84 ,44.0,Female,Mumbai,Clothing,4.0,3322,3722,0.2,UPI,2.0,Yes,173806.0,400,10.746910263299302,4 days,August,2024,14888.0
1900,2024-05-16,,2024-05-21,67, Customer 337 ,68.0,Male,Mumbai,Electronics,1.0,3998,3836,0.1,UPI,1.0,Yes,,-162,-4.223149113660062,,May,2024,3836.0
1768,2024-05-27,2024-05-28,2024-06-03,1191, Customer 873 ,44.0,Female,Delhi,Electronics,,849,2761,0.1,UPI,,No,108838.0,1912,69.2502716407099,6 days,May,2024,
3472,2024-11-27,2024-11-30,2024-12-02,1075, Customer 618 ,44.0,Female,Delhi,Clothing,,2837,4608,0.0,Card,1.0,Yes,,1771,38.43315972222222,2 days,November,2024,
1222,2024-07-01,2024-07-02,2024-07-09,17, Customer 524 ,44.0,Female,Kolkata,Electronics,4.0,3582,3999,0.0,Card,5.0,Yes,74673.0,417,10.427606901725431,7 days,July,2024,15996.0
4094,2024-06-17,2024-06-17,2024-06-17,620, Customer 602 ,44.0,Female,Delhi,Clothing,4.0,161,3455,0.2,Cash,4.0,Yes,181881.0,3294,95.34008683068016,0 days,June,2024,13820.0
1005,2024-11-18,2024-11-19,2024-11-21,1020, Customer 350 ,44.0,Female,Kolkata,Electronics,,1275,3207,0.0,Cash,,Yes,,1932,60.24321796071095,2 days,November,2024,
2789,2024-07-10,2024-10-09,2024-10-14,1223, Customer 1056 ,44.0,Female,Mumbai,Electronics,,953,808,0.1,UPI,4.0,Yes,196275.0,-145,-17.945544554455445,5 days,July,2024,
3504,2024-08-04,2024-08-04,2024-08-04,546, Customer 605 ,21.0,Female,Mumbai,Clothing,3.0,1412,4506,0.2,UPI,,Yes,,3094,68.66400355082114,0 days,August,2024,13518.0
4119,2024-01-19,2024-01-21,2024-01-25,201, Customer 121 ,44.0,Male,Kolkata,Electronics,4.0,2120,231,0.2,UPI,5.0,No,35285.0,-1889,-817.7489177489176,4 days,January,2024,924.0
1358,2024-08-14,2024-08-15,2024-08-17,517, Customer 1080 ,44.0,Female,Kolkata,Electronics,3.0,271,1076,0.0,Card,,No,,805,74.81412639405205,2 days,August,2024,3228.0
1981,2024-12-13,2024-12-16,2024-12-16,568, Customer 1091 ,44.0,Male,Kolkata,Electronics,,2527,4108,0.0,Card,,No,143552.0,1581,38.4858812074002,0 days,December,2024,
1553,2024-07-08,2024-07-09,2024-07-12,483, Customer 729 ,44.0,Female,Kolkata,Electronics,,733,4743,0.0,UPI,,Yes,,4010,84.54564621547543,3 days,July,2024,
3974,2024-08-18,2024-08-18,2024-08-19,750, Customer 1040 ,44.0,Male,Mumbai,Electronics,3.0,2239,1630,0.2,Cash,1.0,No,180929.0,-609,-37.36196319018405,1 days,August,2024,4890.0
3857,2024-02-01,,2024-02-05,278, Customer 457 ,44.0,Male,Mumbai,Electronics,2.0,3907,2101,0.2,UPI,5.0,No,,-1806,-85.95906711089957,,February,2024,4202.0
4164,2024-04-03,,2024-04-07,377, Customer 101 ,45.0,Male,Kolkata,Clothing,2.0,3175,2368,0.1,Cash,4.0,No,63254.0,-807,-34.079391891891895,,April,2024,4736.0
2999,2024-04-21,2024-04-23,2024-04-29,1162, Customer 1372 ,53.0,Male,Mumbai,Electronics,5.0,2340,3104,0.25,Card,,Yes,88700.0,764,24.613402061855673,6 days,April,2024,15520.0
2254,2024-03-12,2024-12-05,,333, Customer 1298 ,44.0,Male,Kolkata,Electronics,,3398,2664,0.2,Card,,No,,-734,-27.55255255255255,,March,2024,
2621,2024-07-11,2024-11-09,2024-11-10,1430, Customer 498 ,44.0,Male,Kolkata,Electronics,1.0,1511,874,0.25,Cash,,Yes,,-637,-72.88329519450801,1 days,July,2024,874.0
4365,2024-07-22,2024-07-22,2024-07-27,1357, Customer 1120 ,44.0,Male,Kolkata,Furniture,3.0,3493,4960,0.2,UPI,,Yes,,1467,29.576612903225808,5 days,July,2024,14880.0
2908,2024-03-29,2024-04-01,2024-04-07,347, Customer 676 ,44.0,Male,Kolkata,Clothing,,903,586,0.2,Cash,,No,,-317,-54.09556313993175,6 days,March,2024,
2742,2024-03-27,2024-03-29,2024-04-06,367, Customer 1266 ,44.0,Female,Delhi,Clothing,,3381,2414,0.2,UPI,2.0,Yes,,-967,-40.05799502899751,8 days,March,2024,
3000,2024-11-03,2024-03-14,2024-03-19,356, Customer 1225 ,44.0,Male,Kolkata,Electronics,5.0,844,3777,0.1,UPI,,No,,2933,77.65422292824994,5 days,November,2024,18885.0
1672,2024-02-22,2024-02-25,2024-02-24,1257, Customer 979 ,44.0,Female,Kolkata,Electronics,,1406,3453,0.2,UPI,4.0,Yes,139011.0,2047,59.2817839559803,-1 days,February,2024,
1058,2024-02-22,2024-02-22,2024-02-27,1459, Customer 621 ,44.0,Female,Mumbai,Furniture,,1197,3168,0.2,UPI,,Yes,136858.0,1971,62.21590909090909,5 days,February,2024,
3303,2024-08-22,2024-08-22,2024-08-29,1416, Customer 808 ,44.0,Female,Kolkata,Electronics,2.0,2431,4149,0.2,UPI,,Yes,,1718,41.407568088696074,7 days,August,2024,8298.0
3743,2024-01-16,,2024-01-22,718, Customer 1238 ,44.0,Female,Kolkata,Electronics,,1677,1813,0.25,UPI,5.0,Yes,133760.0,136,7.501378929950358,,January,2024,
2333,2024-06-28,2024-06-28,2024-07-03,1071, Customer 568 ,27.0,Male,Kolkata,Electronics,2.0,1588,1569,0.2,UPI,,Yes,133059.0,-19,-1.2109623964308476,5 days,June,2024,3138.0
3426,2024-06-19,,2024-06-29,274, Customer 1092 ,26.0,Female,Mumbai,Electronics,,2888,3037,0.2,Card,,Yes,,149,4.906157392163319,,June,2024,
1294,2024-01-16,2024-01-19,2024-01-21,226, Customer 820 ,44.0,Male,Kolkata,Furniture,,222,141,0.0,UPI,,No,,-81,-57.446808510638306,2 days,January,2024,
1987,2024-07-15,2024-07-18,2024-07-23,903, Customer 1163 ,44.0,Male,Kolkata,Electronics,5.0,1024,1702,0.1,Cash,5.0,No,54810.0,678,39.83548766157462,5 days,July,2024,8510.0
3395,2024-12-21,2024-12-23,2024-12-28,503, Customer 1302 ,44.0,Female,Kolkata,Furniture,2.0,2871,487,0.0,UPI,3.0,No,,-2384,-489.52772073921966,5 days,December,2024,974.0
3634,2024-11-22,2024-11-22,2024-11-28,1072, Customer 778 ,44.0,Female,Kolkata,Furniture,1.0,2256,852,0.2,Card,2.0,Yes,113038.0,-1404,-164.7887323943662,6 days,November,2024,852.0
3504,2024-04-10,2024-04-10,2024-04-18,803, Customer 1287 ,23.0,Male,Mumbai,Electronics,,1308,4297,0.25,UPI,5.0,No,,2989,69.56015824994182,8 days,April,2024,
2314,2024-09-30,2024-09-30,2024-10-03,1366, Customer 1419 ,44.0,Female,Mumbai,Clothing,,2446,3831,0.2,Card,1.0,Yes,,1385,36.15244061602715,3 days,September,2024,
2825,2024-02-29,2024-03-02,2024-03-05,1110, Customer 761 ,44.0,Male,Kolkata,Clothing,,1914,1234,0.1,Cash,5.0,Yes,,-680,-55.10534846029174,3 days,February,2024,
3169,2024-09-13,2024-09-13,2024-09-21,385, Customer 348 ,43.0,Male,Mumbai,Electronics,1.0,2552,2739,0.0,UPI,3.0,Yes,79751.0,187,6.827309236947792,8 days,September,2024,2739.0
1232,2024-02-15,2024-02-17,2024-02-25,973, Customer 865 ,44.0,Female,Kolkata,Electronics,2.0,3556,1203,0.25,Cash,,No,154123.0,-2353,-195.59434746467167,8 days,February,2024,2406.0
1897,2024-01-04,2024-04-02,2024-04-04,1444, Customer 1067 ,69.0,Female,Kolkata,Furniture,5.0,1368,648,0.25,Card,5.0,No,74669.0,-720,-111.11111111111111,2 days,January,2024,3240.0
3643,2024-12-19,2024-12-22,2024-12-21,894, Customer 412 ,44.0,Female,Kolkata,Electronics,2.0,998,3844,0.25,UPI,3.0,No,,2846,74.03746097814776,-1 days,December,2024,7688.0
3524,2024-07-23,2024-07-26,2024-07-25,556, Customer 981 ,44.0,Female,Delhi,Electronics,5.0,1247,1259,0.0,UPI,5.0,Yes,167200.0,12,0.9531374106433679,-1 days,July,2024,6295.0
1114,2024-08-07,2024-07-11,2024-07-14,1148, Customer 802 ,66.0,Female,Kolkata,Clothing,,2938,2427,0.1,Cash,2.0,Yes,196358.0,-511,-21.054800164812526,3 days,August,2024,
3394,2024-08-20,2024-08-20,2024-08-23,964, Customer 1272 ,57.0,Male,Kolkata,Electronics,3.0,349,2947,0.0,UPI,4.0,Yes,,2598,88.15744825246013,3 days,August,2024,8841.0
1346,2024-01-10,2024-10-03,2024-10-06,1133, Customer 1273 ,55.0,Male,Kolkata,Furniture,2.0,654,4041,0.1,Cash,4.0,No,,3387,83.8158871566444,3 days,January,2024,8082.0
1490,2024-04-22,2024-04-24,2024-05-01,939, Customer 21 ,44.0,Female,Kolkata,Furniture,4.0,338,2856,0.2,UPI,4.0,No,,2518,88.16526610644257,7 days,April,2024,11424.0
1173,2024-06-06,2024-06-08,2024-06-12,624, Customer 235 ,44.0,Male,Kolkata,Electronics,1.0,3248,489,0.2,UPI,,Yes,166664.0,-2759,-564.2126789366054,4 days,June,2024,489.0
3362,2024-08-31,2024-09-01,2024-09-08,816, Customer 17 ,44.0,Female,Kolkata,Electronics,,611,1233,0.25,Cash,5.0,Yes,,622,50.44606650446066,7 days,August,2024,
1896,2024-10-15,2024-10-18,2024-10-19,1492, Customer 1216 ,44.0,Female,Mumbai,Electronics,1.0,3516,4408,0.25,Cash,5.0,Yes,77043.0,892,20.235934664246823,1 days,October,2024,4408.0
1941,2024-06-04,2024-06-07,2024-06-10,1348, Customer 825 ,51.0,Male,Kolkata,Electronics,1.0,2244,4765,0.25,Cash,3.0,Yes,,2521,52.90661070304302,3 days,June,2024,4765.0
2772,2024-12-04,2024-12-04,2024-12-09,533, Customer 828 ,32.0,Male,Delhi,Clothing,,2148,2868,0.1,UPI,,Yes,,720,25.10460251046025,5 days,December,2024,
2372,2024-10-27,,2024-10-29,1074, Customer 1260 ,44.0,Male,Kolkata,Clothing,,1488,2018,0.0,Cash,4.0,No,120593.0,530,26.26362735381566,,October,2024,
1896,2024-09-13,2024-09-15,2024-09-15,762, Customer 817 ,44.0,Female,Delhi,Furniture,,1379,303,0.1,UPI,1.0,Yes,93073.0,-1076,-355.1155115511551,0 days,September,2024,
4472,2024-05-17,2024-05-19,2024-05-20,1460, Customer 119 ,44.0,Male,Delhi,Clothing,,3629,239,0.2,UPI,4.0,Yes,123550.0,-3390,-1418.4100418410042,1 days,May,2024,
3758,2024-03-30,2024-04-01,2024-03-31,84, Customer 1240 ,44.0,Female,Delhi,Furniture,,3889,412,0.0,Cash,,Yes,,-3477,-843.9320388349515,-1 days,March,2024,
3898,2024-02-08,2024-08-03,2024-08-08,587, Customer 492 ,44.0,Male,Mumbai,Clothing,5.0,3973,3483,0.0,UPI,2.0,No,122188.0,-490,-14.068331897789262,5 days,February,2024,17415.0
1232,2024-05-15,2024-05-17,2024-05-23,1495, Customer 1341 ,44.0,Female,Kolkata,Electronics,3.0,512,4061,0.25,UPI,,No,,3549,87.39226791430681,6 days,May,2024,12183.0
3404,2024-12-06,2024-06-15,2024-06-20,677, Customer 721 ,36.0,Female,Kolkata,Clothing,3.0,1816,3715,0.2,UPI,4.0,No,,1899,51.117092866756394,5 days,December,2024,11145.0
3179,2024-11-11,,2024-11-14,438, Customer 812 ,44.0,Female,Mumbai,Clothing,,2053,3376,0.0,Cash,,Yes,175240.0,1323,39.18838862559242,,November,2024,
2647,2024-03-12,2024-03-15,2024-03-16,1396, Customer 541 ,23.0,Female,Delhi,Electronics,,845,633,0.2,UPI,,Yes,199801.0,-212,-33.4913112164297,1 days,March,2024,
3986,2024-11-18,2024-11-21,2024-11-20,105, Customer 1196 ,44.0,Female,Delhi,Electronics,,91,3697,0.1,UPI,1.0,No,111288.0,3606,97.5385447660265,-1 days,November,2024,
3961,2024-07-26,2024-07-26,2024-07-27,525, Customer 1392 ,44.0,Male,Delhi,Clothing,,2385,4330,0.2,Card,3.0,No,123054.0,1945,44.919168591224015,1 days,July,2024,
1653,2024-09-14,2024-09-14,2024-09-22,256, Customer 524 ,44.0,Male,Kolkata,Electronics,4.0,187,3309,0.25,UPI,4.0,Yes,78938.0,3122,94.34874584466606,8 days,September,2024,13236.0
1467,2024-02-25,2024-02-25,2024-02-24,1258, Customer 1279 ,55.0,Male,Kolkata,Clothing,,3388,2166,0.2,Card,,Yes,105452.0,-1222,-56.417359187442294,-1 days,February,2024,
4039,2024-11-18,2024-11-18,2024-11-17,1275, Customer 522 ,44.0,Female,Delhi,Electronics,,52,914,0.2,UPI,,No,,862,94.31072210065645,-1 days,November,2024,
3286,2024-12-10,2024-12-11,,1450, Customer 989 ,44.0,Male,Kolkata,Furniture,,3827,1828,0.25,UPI,5.0,Yes,,-1999,-109.35448577680525,,December,2024,
3015,2024-09-20,2024-09-22,2024-09-24,186, Customer 1058 ,44.0,Male,Kolkata,Electronics,,1100,3181,0.25,UPI,2.0,No,155795.0,2081,65.41967934611758,2 days,September,2024,
2974,2024-03-23,2024-03-24,2024-03-27,358, Customer 1430 ,44.0,Male,Kolkata,Electronics,,956,2945,0.0,Card,4.0,Yes,,1989,67.53820033955857,3 days,March,2024,
1913,2024-06-22,2024-06-24,2024-06-29,580, Customer 1469 ,44.0,Male,Kolkata,Clothing,5.0,357,2359,0.2,UPI,,No,,2002,84.86646884272997,5 days,June,2024,11795.0
3022,2024-11-14,2024-11-14,2024-11-14,338, Customer 1463 ,44.0,Female,Delhi,Electronics,3.0,3873,1801,0.0,Card,3.0,No,,-2072,-115.047196002221,0 days,November,2024,5403.0
3036,2024-08-31,2024-09-01,2024-09-06,685, Customer 306 ,44.0,Male,Delhi,Furniture,4.0,2107,1827,0.25,UPI,2.0,Yes,103092.0,-280,-15.32567049808429,5 days,August,2024,7308.0
3126,2024-09-24,2024-09-26,2024-09-25,172, Customer 67 ,44.0,Male,Kolkata,Furniture,1.0,1038,2753,0.0,UPI,,No,185027.0,1715,62.29567744278969,-1 days,September,2024,2753.0
2366,2024-01-23,2024-01-23,2024-01-29,417, Customer 1187 ,42.0,Female,Kolkata,Electronics,4.0,3775,2458,0.2,Cash,2.0,No,,-1317,-53.58014646053702,6 days,January,2024,9832.0
3843,2024-04-21,2024-04-23,2024-04-22,111, Customer 978 ,36.0,Male,Kolkata,Clothing,2.0,1084,2230,0.1,Cash,1.0,No,,1146,51.39013452914798,-1 days,April,2024,4460.0
1902,2024-06-23,2024-06-23,2024-06-26,1081, Customer 852 ,44.0,Female,Kolkata,Electronics,,2224,1532,0.2,UPI,4.0,Yes,,-692,-45.16971279373368,3 days,June,2024,
